Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address,google_type,google_latitude,google_longitude
6883,Sous-sol de la Chapelle Tewkesbury,Leisure / Community Centres,General,Indoor,Public,1.0,"3405 ROUTE TEWKESBURY, STONEHAM-ET-TEWKESBURY, QC",ROOFTOP,47.0505003,-71.4295951
6884,Grange du Presbytère,Leisure / Community Centres,General,Indoor,Public,1.0,"119 1ERE AVENUE, STONEHAM-ET-TEWKESBURY, QC",ROOFTOP,46.9994422,-71.3635287
6886,Chalet des loisirs Desjardins,Leisure / Community Centres,General,Indoor,Public,1.0,"8 CHEMIN DE L'ECOLE, LAC-BEAUPORT, QC",ROOFTOP,46.9472402,-71.2969312
6887,Centre socioculturel Anne-Hébert,Leisure / Community Centres,General,Indoor,Public,1.0,"22 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC",ROOFTOP,46.8451636,-71.620729
6890,Maison des aînés,Leisure / Community Centres,Seniors,Indoor,Public,1.0,"7, RUE CHARLES-PAINCHAUD, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC",RANGE_INTERPOLATED,46.93930049999999,-71.4760804
6891,École Jacques-Cartier,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"11 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC",ROOFTOP,46.8459183,-71.6228813
6892,École Saint-Denys-Garneau,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1.0,"10 RUE DES ETUDIANTS, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC",ROOFTOP,46.8609555,-71.6125205
6893,École des Explorateurs,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1.0,"205 RUE DESIRE-JUNEAU, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC",RANGE_INTERPOLATED,46.8408934,-71.6069126
6894,Sports Pavilion (Grand-Héron),Leisure / Community Centres,General,Indoor,Public,1.0,"4 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC",ROOFTOP,46.8447183,-71.6231559
6895,Le Boisé,Leisure / Community Centres,General,Indoor,Public,1.0,"45 MONTEE DE L'AUBERGE, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC",ROOFTOP,46.8686722,-71.640729
6896,Aréna de Boischatel,Ice,Single surface,Indoor,Public,,"5770 BOULEVARD SAINTE-ANNE, BOISCHATEL, QC",ROOFTOP,46.9002945,-71.1146867
6898,Centre sportif,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,"160, RUE DES GRES, BOISCHATEL, QC",ROOFTOP,46.8968437,-71.1487692
6904,Domaine de la Rivière,Leisure / Community Centres,General,Indoor,Public,,"135 RUE DES EMERAUDES, BOISCHATEL, QC",ROOFTOP,46.9053729,-71.16994199999999
6905,Maison Vézina,Leisure / Community Centres,General,Indoor,Public,,"171, RUE DES GRENADIERS, BOISCHATEL, QC",ROOFTOP,46.8919507,-71.1423665
6906,Centre communautaire Le Trivent ,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3, RUE DU COUVENT, SAINTE-BRIGITTE-DE-LAVAL, QC",ROOFTOP,47.00111039999999,-71.19398079999999
6908,Bâtiment de services du parc des Saphirs,Leisure / Community Centres,General,Indoor,Public,,"175 RUE KILDARE, SAINTE-BRIGITTE-DE-LAVAL, BOISCHATEL,QC",RANGE_INTERPOLATED,46.9852157,-71.203009
6909,Maison des jeunes La Barak,Leisure / Community Centres,Youth,Indoor,Public,,"7, RUE DE LA PATINOIRE, SAINTE-BRIGITTE-DE-LAVAL, QC",ROOFTOP,47.002119,-71.191405
6911,Centre municipal,Leisure / Community Centres,General,Indoor,Public,,"1147, RUE DU PONT, SAINT-LAMBERT-DE-LAUZON, QC",ROOFTOP,46.5874496,-71.21073539999999
6912,Centre communautaire de Shannon,Leisure / Community Centres,General,Indoor,Public,,"75, CHEMIN DE GOSFORD, SHANNON, QC",ROOFTOP,46.8983354,-71.53256209999999
6913,Centre des sports PSP Valcartier,Ice,Single surface,Both,Public,,"CFB VALCARTIER,, SHANNON, QC",ROOFTOP,46.8910867,-71.5019618
6917,Centre récréatif de Saint-Henri,Ice,Single surface,Indoor,Public,,"120, RUE BELLEAU, SAINT-HENRI, QC",ROOFTOP,46.6934611,-71.0651263
6919,École Courval,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"758, ROUTE 138 EST, NEUVILLE QC",ROOFTOP,46.6967056,-71.586344
6921,Maison de jeunes de Neuville,Leisure / Community Centres,Youth,Indoor,Public,1.0,"786 RUE DES ERABLES, NEUVILLE, QC",ROOFTOP,46.697426,-71.5893341
6922,Hotel de ville de Neuville,Leisure / Community Centres,General,Indoor,Public,,"230, RUE DU PERE-RHEAUME, NEUVILLE, QC",ROOFTOP,46.697533,-71.5890385
6923,Salle des Fêtes,Leisure / Community Centres,General,Indoor,Public,,"745, RUE VAUQUELIN, NEUVILLE, QC",ROOFTOP,46.6962432,-71.5847983
6924,Centre Olivier Le Tardif,Leisure / Community Centres,General,Indoor,Public,,"277, RUE DU COUVENT, CHATEAU-RICHER, QC",ROOFTOP,46.9708148,-71.0192314
6930,Centre de s Loisirs Gérard-Miotto,Ice,Single surface,Both,Public,,"1, RUE DES LOISIRS, L ANGE-GARDIEN, QC",RANGE_INTERPOLATED,46.916111,-71.08980989999999
6931,Gymnase de l'École du Petit-Prince,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"20, RUE DU COUVENT EST, PORTE 9, L ANGE-GARDIEN, QC",RANGE_INTERPOLATED,46.9172362,-71.0938547
6933,Centre Physik,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"1754, BOUL. VALCARTIER, SAINT-GABRIEL-DE-VALCARTIER, QC",ROOFTOP,46.9346341,-71.465785
6934,Club Ados Saint-Gabriel-de-Valcartier,Leisure / Community Centres,Youth,Indoor,Public,,"1743, BOUL. VALCARTIER, SAINT-GABRIEL-DE-VALCARTIER, QC",ROOFTOP,46.9324732,-71.4641968
6935,École la Marelle,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"116 CHEMIN DU DOMAINE, BEAUMONT, QC",ROOFTOP,46.8309642,-71.01765739999999
6937,Moulin de Vincennes,Leisure / Community Centres,General,Indoor,Public,,"422 ROUTE DU FLEUVE, BEAUMONT, QC",ROOFTOP,46.8299333,-71.03581249999999
6938,Centre communautaire Beaumont,Leisure / Community Centres,General,Indoor,Public,,"48 CHEMIN DU DOMAINE, BEAUMONT, QC",ROOFTOP,46.8306,-71.0104588
6939,Salle paroissiale,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"58, CHEMIN DU DOMAINE, BEAUMONT, QC",ROOFTOP,46.8307413,-71.0105331
6940,Maison des jeunes de Wendake,Leisure / Community Centres,Youth,Indoor,Public,,"40 RUE DE L'OURS, QUEBEC, QC",RANGE_INTERPOLATED,46.8655917,-71.3582018
6941,Complexe Sportif Desjardins Wendake,Ice,Single surface,Indoor,Both,,"100, RUE GRAND CHEF THONNAKONA, WENDAKE, QC",ROOFTOP,46.8707237,-71.3518524
6942,École de lÎle d'Orléans de Saint-Pierre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1300 CHEMIN ROYAL, SAINT-PIERRE, QC",ROOFTOP,46.8896251,-71.0716314
6943,Salle des Aînés,Leisure / Community Centres,Seniors,Indoor,Public,1.0,"517 ROUTE DES PRETRES, SAINT-PIERRE, QC",ROOFTOP,46.8879481,-71.06923950000001
6944,LogiSport,Leisure / Community Centres,General,Indoor,Public,,"517 ROUTE DES PRETRES, SAINT-PIERRE, QC",ROOFTOP,46.8879481,-71.06923950000001
6945,Maison Des Jeunes De L'Ile D'Orleans,Leisure / Community Centres,Youth,Indoor,Public,,"517 ROUTE DES PRETRES, SAINT-PIERRE, QC",ROOFTOP,46.8879481,-71.06923950000001
6946,Centre Communautaires de Saint-Antoine-de-Tilly,Leisure / Community Centres,General,Indoor,Public,1.0,"945 RUE DE L'EGLISE, SAINT-ANTOINE-DE-TILLY, QC",ROOFTOP,46.66305209999999,-71.57284709999999
6952,École Saint-Laurent,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"6981, CHEMIN ROYAL, SAINT-LAURENT-DE-L' ILE D'ORLEANS, QC",RANGE_INTERPOLATED,46.86015769999999,-71.0167708
6955,Centre communautaire Raoul Dandurand,Leisure / Community Centres,General,Indoor,Public,1.0,"104, CHEMIN DU BOUT-DE-L'ILE. SAINTE-PETRONILLE, QC",ROOFTOP,46.8499128,-71.14033789999999
6956,Gymnase de Sainte-Famille,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2476 CHEMIN ROYAL, SAINTE-FAMILLE, QC",RANGE_INTERPOLATED,46.9722537,-70.9630916
6957,Manoir du Lac Delage,Aquatics,25m pool with or without other pools,Indoor,Public,1.0,"40 AVENUE DU LAC, LAC-DELAGE, QC",ROOFTOP,46.9694661,-71.4014634
6959,Centre le Sillon,Leisure / Community Centres,General,Indoor,Public,1.0,"554, RUE LEMELIN; SAINT-FRANCOIS, QC",RANGE_INTERPOLATED,47.0040203,-70.8100487
6960,Club nautique,Leisure / Community Centres,General,Indoor,Public,1.0,"360, CHEMIN THOMAS-MAHER, VILLE DE LAC SAINT-JOSEPH, QC",ROOFTOP,46.9135214,-71.6649928
6961,Cégep de Chicoutimi,Aquatics,25m pool with or without other pools,Indoor,Public,,"534, RUE JACQUES-CARTIER EST, CHICOUTIMI, QC",GEOMETRIC_CENTER,48.4244224,-71.053305
6962,Pavillon Roland-Saucier,Aquatics,25m pool with or without other pools,Indoor,Public,,"150, RUE PINEL, CHICOUTIMI, QC",ROOFTOP,48.4500172,-71.0768557
6963,Cégep de Jonquière,Aquatics,25m pool with or without other pools,Indoor,Public,,"2505, RUE SAINT-HUBERT, JONQUIERE, QC",ROOFTOP,48.4061661,-71.2478375
6964,Foyer des loisirs et de la culture,Aquatics,25m pool with or without other pools,Indoor,Public,1.0,"1910, RUE DU CENTRE, JONQUIERE, QC",ROOFTOP,48.42628879999999,-71.1857844
6966,École Secondaire des Grandes-Marées,Aquatics,25m pool with or without other pools,Indoor,Public,,"1802, RUE JOHN-KANE, LA BAIE, QC",ROOFTOP,48.3234944,-70.88370180000001
6967,Pavillon Sportif de l'UQAC,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,"555, BOULEVARD DE L'UNIVERSITE, CHICOUTIMI, QC",ROOFTOP,48.4200709,-71.0525261
6974,Polyvalente de Kénogami,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,"1954, RUE DES ETUDIANTS, JONQUIERE, QC",RANGE_INTERPOLATED,48.4272796,-71.2280701
6976,Centre Multisport Nazaire-Girard,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1.0,"6197 RUE NOTRE DAME, LATERRIERE, QC",ROOFTOP,48.3081904,-71.10924109999999
6977,Centre Multisport de La Baie,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,1.0,"990, RUE AIME-GRAVEL, LA BAIE, QC",ROOFTOP,48.337305,-70.88051
6978,Centre Georges-Vézina,Ice,Single surface,Indoor,Public,,"643, RUE BEGIN, CHICOUTIMI, QC",ROOFTOP,48.4199022,-71.0599865
6980,Centre Paul-Étienne-Simard,Ice,Single surface,Indoor,Public,1.0,"4667 CHEMIN DE L'EGLISE, LATERRIERE, QC",ROOFTOP,48.33767779999999,-71.0747438
6981,Palais des Sports de Saguenay,Ice,Single surface,Indoor,Public,1.0,"2315, RUE PELLETIER, JONQUIERE, QC",ROOFTOP,48.408478,-71.2538247
6983,Pavillon Sportif de Kénogami,Ice,Single surface,Indoor,Public,,"1935, RUE BOURASSA, JONQUIERE, QC",ROOFTOP,48.4257922,-71.2285936
6984,Centre des Sports Jean-Claude-Tremblay,Ice,Single surface,Indoor,Public,,"1000, RUE AIME-GRAVEL, LA BAIE, QC",ROOFTOP,48.3376252,-70.88103819999999
6985,Aréna du Pavillon de l'Agriculture,Ice,Single surface,Indoor,Public,,"350, BOULEVARD DE L UNIVERSITE, CHICOUTIMI, QC",RANGE_INTERPOLATED,48.4208177,-71.059951
6986,Centre des Retraités de l'arrondissement de Chicoutimi,Leisure / Community Centres,Seniors,Indoor,Public,,"208, RUE TALON, CHICOUTIMI, QC",ROOFTOP,48.4420522,-71.05949509999999
6987,Centre Communautaire Horizon 3e Âge,Leisure / Community Centres,Seniors,Indoor,Public,,"2148, RUE ROUSSEL, CHICOUTIMI, QC",ROOFTOP,48.4379419,-71.0637296
6988,Centre communautaire Saint Anne,Leisure / Community Centres,Seniors,Indoor,Public,,"2600, RUE ROUSSEL, CHICOUTIMI, QC",RANGE_INTERPOLATED,48.4404993,-71.0791892
6989,Centre commémoratif Price,Leisure / Community Centres,Seniors,Indoor,Public,,"3865, RUE DU ROI-GEORGES, JONQUIERE, QC",ROOFTOP,48.424623,-71.2444869
6990,Centre Multiservice de Shipshaw,Leisure / Community Centres,Seniors,Indoor,Public,,"4140, RUE DES ORMES, JONQUIERE, QC",ROOFTOP,48.5061026,-71.2655363
6991,AQUAFUN,Leisure / Community Centres,General,Indoor,Public,,"1080 BOUL. TALBOT, SAGUENAY, QC",ROOFTOP,48.4107019,-71.05390249999999
6994,Aréna Marina-Larouche,Ice,Single surface,Indoor,Public,,"630, RUE DE L'ARENA, SAGUENAY, QC",ROOFTOP,48.44775869999999,-71.07439269999999
6995,Savana centre d'amusement,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"2150 RUE FABIEN, CHICOUTIMI, QC",ROOFTOP,48.3912527,-71.0763441
6996,Club de Curling de Chicoutimi Inc,Leisure / Community Centres,General,Indoor,Public,,"760 RUE JOLLIET, CHICOUTIMI, QC",ROOFTOP,48.41826,-71.06924529999999
6997,Centre récréatif et multifonctionnel,Leisure / Community Centres,General,Indoor,Public,,"100, RUE PAUL-AIME HUDON, SAINT-HONORE, QC",ROOFTOP,48.53480829999999,-71.0828106
6999,Maison des Jeunes de Saint-Honoré,Leisure / Community Centres,Youth,Indoor,Public,,"180, RUE PAUL-AIME HUDON, SAINT-HONORE, QC",ROOFTOP,48.53539319999999,-71.08361750000002
7000,Club de Curling Beauce-Sartigan,Ice,Curling,Indoor,Public,,"453 RUE ENNIS, SAINT-HONORE-DE-SHENLEY, QC",ROOFTOP,45.9639463,-70.8266848
7001,Centre Sportif Réjean Tremblay,Ice,Single surface,Both,Public,,"251 AVENUE COUDE, SAINT-DAVID-DE-FALARDEAU, QC",ROOFTOP,48.6231708,-71.11275119999999
7003,Centre de conditionnement physique,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"165 BOULEVARD SAINT-DAVID, SAINT-DAVID-DE-FALARDEAU, QC",RANGE_INTERPOLATED,48.6213037,-71.1118455
7004,Maison des Jeunes Alaxion,Leisure / Community Centres,Youth,Indoor,Public,,"60, BOUL. ST-DAVID, ST-DAVID DE FALARDEAU, QC",RANGE_INTERPOLATED,48.6202345,-71.10712889999999
7005,Centre Multifonctionnel Michel Simard,Leisure / Community Centres,General,Indoor,Public,,"257 RUE SAGUENAY, SAINT-FULGENCE, QC",ROOFTOP,48.44949949999999,-70.901613
7010,Maison des Jeunes de Saint-Fulgence,Leisure / Community Centres,Youth,Indoor,Public,,"8 RUE DE LA FABRIQUE, SAINT-FULGENCE, QC",RANGE_INTERPOLATED,48.44959910000001,-70.9012971
7011,Maison des Jeunes de Larouche,Leisure / Community Centres,Youth,Indoor,Public,,"709, RUE GAUTHIER, LAROUCHE, QC",ROOFTOP,48.4491102,-71.5252112
7012,Mont-Gym,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"610, RUE LEVESQUE, LAROUCHE, QC",ROOFTOP,48.4482256,-71.5323329
7014,Salle Communautaire de Bégin,Leisure / Community Centres,General,Indoor,Public,,"120, RUE TREMBLAY, BEGIN, QC",APPROXIMATE,48.7131289,-71.3157457
7015,Club Perce-Neige,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"100, RUE LEMIEUX, BEGIN, QC",ROOFTOP,48.6770315,-71.35264959999999
7016,Salle Martin-Drouin,Leisure / Community Centres,General,Indoor,Public,,"364-B, RUE PRINCIPALE, SAINT-CHARLES-DE-BOURGET, QC",ROOFTOP,48.4919176,-71.4081575
7017,Maison des Jeunes Le Grafitti,Leisure / Community Centres,Youth,Indoor,Public,,"357, 2E RANG SAINT-CHARLES-DE-BOURGET, QC",ROOFTOP,48.5172979,-71.39777819999999
7018,Club de l'Amitié,Leisure / Community Centres,General,Indoor,Public,,"213, RUE DU QUAI, SAINTE-ROSE-DU-NORD, QC",ROOFTOP,48.38797040000001,-70.58757489999999
7019,Aréna Philippe-Bergeron,Ice,Single surface,Indoor,Public,,"50, RUE DU DOCTEUR-ALLARD, SHERBROOKE, QC",ROOFTOP,45.4745676,-71.9522199
7021,Centre Julien-Ducharme,Ice,Single surface,Indoor,Public,1.0,"1671, CHEMIN DUPLESSIS, SHERBROOKE, QC",ROOFTOP,45.4306045,-71.8499278
7022,Aréna Ivan-Dugré,Ice,Single surface,Indoor,Public,,"1250, RUE GALT OUEST, SHERBROOKE, QC",ROOFTOP,45.3883614,-71.9068061
7023,Centre récréatif de Rock Forest,Ice,Single surface,Indoor,Public,1.0,"5265, RUE DE GASPE, SHERBROOKE, QC",ROOFTOP,45.368181,-71.990492
7027,Aréna Eugène-Lalonde,Ice,Single surface,Indoor,Public,,"350, RUE TERRILL, SHERBROOKE, QC",ROOFTOP,45.4133164,-71.8826251
7028,Aréna Jane et Eric Molson de l'Université Bishop's,Ice,Single surface,Indoor,Public,,"2600, RUE COLLEGE, SHERBROOKE, QC",GEOMETRIC_CENTER,45.3649234,-71.8456072
7029,Piscine Montcalm,Aquatics,25m pool with or without other pools,Indoor,Public,,"2070 BOULEVARD DE PORTLAND, SHERBROOKE, QC",ROOFTOP,45.403079,-71.92520999999999
7030,Complexe sportif Thibault GM,Ice,2+ surfaces,Indoor,Public,1.0,"2959 BOULEVARD DE L'UNIVERSITE, SHERBROOKE, QC",ROOFTOP,45.3799932,-71.94615519999999
7032,Aréna Mont-Sainte-Anne,Ice,Single surface,Indoor,Public,,"2100 CHEMIN DE SAINTE-CATHERINE, SHERBROOKE, QC",ROOFTOP,45.37123099999999,-71.930902
7033,Aréna BCS,Ice,Single surface,Indoor,Public,1.0,"80 MOULTON HILL RD, SHERBROOKE, QC",ROOFTOP,45.3699059,-71.8469167
7034,Centre communautaire de Brompton,Leisure / Community Centres,General,Indoor,Public,,"127, RUE DU FRERE-THEODE, SHERBROOKE, QC",ROOFTOP,45.4719065,-71.9517967
7035,Centre communautaire Optimiste,Leisure / Community Centres,General,Indoor,Public,1.0,"6670, RUE EMERY-FONTAINE, SHERBROOKE, QC",ROOFTOP,45.3477191,-71.9925762
7036,Centre communautaire Richard-Gingras,Leisure / Community Centres,General,Indoor,Public,,"4503, CHEMIN ST-ROCH NORD, SHERBROOKE, QC",ROOFTOP,45.3924847,-72.0396514
7037,Palais des sports Léopold-Drolet,Ice,Single surface,Indoor,Both,,"360 RUE DU CEGEP, SHERBROOKE, QC",ROOFTOP,45.4104886,-71.8834255
7040,Carrefour accès loisirs,Leisure / Community Centres,General,Indoor,Public,1.0,"172, RUE ELAINE-C.-POIRIER, SHERBROOKE, QC",ROOFTOP,45.3925714,-71.8873132
7043,Centre Multi Loisirs Sherbrooke,Leisure / Community Centres,General,Indoor,Public,1.0,"1010, RUE FAIRMOUNT, SHERBROOKE, QC",ROOFTOP,45.39088700000001,-71.90231899999999
7046,Pavillon Montcalm,Leisure / Community Centres,General,Indoor,Public,,"2050, BOUL. DE PORTLAND, SHERBROOKE, QC",ROOFTOP,45.4030883,-71.9245257
7047,Sherbrooke Salle Communautaire,Leisure / Community Centres,General,Indoor,Public,1.0,"10 RUE SAMUEL-GRATHAM, SHERBROOKE, QC",ROOFTOP,45.3677933,-71.85594689999999
7048,Centre récréatif communautaire de Deauville,Leisure / Community Centres,General,Indoor,Public,1.0,"200 RUE JULES-RICHARD, SHERBROOKE, QC",ROOFTOP,45.3440531,-72.03931759999999
7049,Le Rigolo centre d'amusement et de développement,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"4204 RUE BERTRAND-FABI LOCAL 2, SHERBROOKE, QC",ROOFTOP,45.3835284,-71.9618066
7050,Club De Natation De Sherbrooke,Aquatics,25m pool with or without other pools,Indoor,Public,,"2500 BOULEVARD DE L'UNIVERSITE, SHERBROOKE, QC",ROOFTOP,45.3804102,-71.9284349
7051,John H. Price Sports and Recreation Centre,Leisure / Community Centres,General,Indoor,Public,,"2600, RUE COLLEGE, SHERBROOKE, QC",GEOMETRIC_CENTER,45.3649234,-71.8456072
7057,Soccer Club Mistral De Sherbrooke,Physical Recreation & Sports,Sport fields,Indoor,Public,1.0,"350 RUE TERRILL #258, SHERBROOKE, QC",,0.0,0.0
7058,O-volt Sherbrooke,Physical Recreation & Sports,Playgrounds ,Indoor,Public,1.0,"600 RUE JEAN-PAUL-PERRAULT, SHERBROOKE, QC",ROOFTOP,45.4064005,-71.95857500000001
7059,Club De Curling De Sherbrooke,Leisure / Community Centres,General,Indoor,Public,1.0,"83 RUE ABENAQUIS, SHERBROOKE, QC",ROOFTOP,45.4060122,-71.8929519
7060,Aréna de Magog,Ice,Single surface,Indoor,Public,,"100, RUE SAINT-ALPHONSE NORD, MAGOG, QC",ROOFTOP,45.2636119,-72.1305084
7061,Centre communautaire de Magog,Leisure / Community Centres,General,Indoor,Public,,"95, RUE MERRY NORD, BUREAU 113, MAGOG, QC",ROOFTOP,45.2678372,-72.15603709999999
7062,Espace culturel,Leisure / Community Centres,General,Indoor,Public,,"90, RUE SAINT-DAVID, MAGOG, QC",ROOFTOP,45.26398349999999,-72.1379007
7063,Centre Sportif La Ruche,Leisure / Community Centres,General,Indoor,Public,1.0,"1255 BOULEVARD DES ETUDIANTS, MAGOG, QC",GEOMETRIC_CENTER,45.276934,-72.1409376
7067,Le monde de Tikito,Physical Recreation & Sports,Playgrounds ,Indoor,Public,,"185 RUE DE HATLEY, MAGOG, QC",ROOFTOP,45.2631141,-72.1506421
7068,Pavillon Communautaire,Leisure / Community Centres,General,Indoor,Public,,"2304 CHEMIN DU PARC, ORFORD, QC",ROOFTOP,45.3107818,-72.1655474
7069,Centre Sportif Le Stardien,Ice,Single surface,Indoor,Public,1.0,"1000 RUE ALFRED-LESSARD, SAINT-DENIS-DE-BROMPTON, QC",ROOFTOP,45.4521437,-72.081721
7070,Centre Communautaire de St-Denis-De-Brompton,Leisure / Community Centres,General,Indoor,Public,,"1485 RTE 222, SAINT-DENIS-DE-BROMPTON, QC",ROOFTOP,45.4583305,-72.08078239999999
7071,Centre communautaire de Stoke,Leisure / Community Centres,General,Indoor,Public,,"387, RUE PRINCIPALE, STOKE, QC",ROOFTOP,45.5316667,-71.8070364
7072,Centre communautaire de Waterville,Leisure / Community Centres,General,Indoor,Public,1.0,"660 RUE COUVENT, WATERVILLE, QC",ROOFTOP,45.2741826,-71.8887232
7073,Maison des Jeunes de Waterville,Leisure / Community Centres,Youth,Indoor,Public,,"200 RUE DEPOT, WATERVILLE, QC",ROOFTOP,45.27610929999999,-71.8857506
7074,Centre communautaire de Hatley,Leisure / Community Centres,General,Indoor,Public,1.0,"100, RUE MAIN, HATLEY, QC",ROOFTOP,45.1847194,-71.9366193
7075,Centre communautaire de North Hatley,Leisure / Community Centres,General,Indoor,Public,,"3127, CH. CAPELTON, NORTH HATLEY, QC",ROOFTOP,45.27976169999999,-71.9714967
7076,Aréna Claude-Mongrain,Ice,Single surface,Indoor,Public,,"975, RUE CLAUDE-MONGRAIN, TROIS-RIVIERES, QC",ROOFTOP,46.3482572,-72.55884
7077,Aréna Jean-Guy-Talbot,Ice,Single surface,Indoor,Public,,"245, RUE DE GRANDMONT, TROIS-RIVIERES, QC",ROOFTOP,46.3748108,-72.5245681
7078,Aréna Jérôme-Cotnoir,Ice,Single surface,Indoor,Public,,"5225, RUE DE COURCELETTE, TROIS-RIVIERES, QC",ROOFTOP,46.3406497,-72.589852
7079,Colisée de Trois-Rivières,Ice,Single surface,Indoor,Public,,"1740, AVENUE GILLES-VILLENEUVE, TROIS-RIVIERES, QC",ROOFTOP,46.3481286,-72.5587585
7080,Complexe sportif Alphonse-Desjardins,Ice,Single surface,Indoor,Public,,"260, RUE DESSUREAULT, TROIS-RIVIERES, QC",ROOFTOP,46.3780835,-72.5266857
7086,Piscine du Cégep de Trois-Rivières,Aquatics,25m pool with or without other pools,Indoor,Public,,"3175 BOUL. LAVIOLETTE, TROIS-RIVIERES, QC",ROOFTOP,46.3585804,-72.5677887
7087,De l'Envolée,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"420, RUE DU MENUISIER, TROIS-RIVIERES, QC",ROOFTOP,46.3779935,-72.5371755
7088,Monseigneur-Comtois,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"655, RUE PINTAL, TROIS-RIVIERES, QC",ROOFTOP,46.3820476,-72.5480073
7089,Sainte-Bernadette,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"730, RUE GUILBERT, TROIS-RIVIERES, QC",ROOFTOP,46.3865883,-72.5445695
7091,Sainte-Madeleine,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"445, BOULEVARD SAINTE-MADELEINE, TROIS-RIVIERES, QC",ROOFTOP,46.3713557,-72.50186939999999
