Facility_ID,Facility_Name,Facility_Type,Facility_Subtype,Indoor_Outdoor,Ownership_Type,Ownership_flag,address
6645,centre communautaire Larocque,Leisure / Community Centres,General,Indoor,Public,,"2, RUE FORTIER, GATINEAU, QC"
6646,centre communautaire Docteur-Jean-Lorrain,Leisure / Community Centres,General,Indoor,Public,,"20, BOULEVARD LAURIN, GATINEAU, QC"
6647,Édifice La Fonderie,Leisure / Community Centres,General,Indoor,Public,,"211 RUE MONTCALM, GATINEAU, QC"
6650,centre communautaire Gérard-Pezzani,Leisure / Community Centres,General,Indoor,Public,,"22, RUE D AUVERGNE, GATINEAU, QC"
6651,Aréna Beaudry,Ice,Single surface,Indoor,Public,,"23 RUE SAINT-ALEXANDRE, GATINEAU, QC"
6652,Aréna Baribeau,Ice,Single surface,Indoor,Public,,"231, RUE MAGNUS EST, GATINEAU, QC"
6653,Maison du Citoyen,Leisure / Community Centres,General,Indoor,Public,,"25, RUE LAURIER, GATINEAU, QC"
6654,Aréna Stade-Pierre-Lafontaine,Ice,Single surface,Indoor,Public,,"255, RUE SAINT-ANTOINE, GATINEAU, QC"
6655,centre communautaire Kenneth-Lloyd,Leisure / Community Centres,General,Indoor,Public,,"26, RUE ARTHUR-WHELAN, GATINEAU, QC"
6656,centre communautaire Belmont,Leisure / Community Centres,General,Indoor,Public,,"26, RUE BELMONT, GATINEAU, QC"
6657,centre communautaire Ernest-Lattion,Leisure / Community Centres,General,Indoor,Public,,"30, RUE COURT, GATINEAU, QC"
6658,centre communautaire Saint-Richard,Leisure / Community Centres,General,Indoor,Public,,"315, RUE MIGNEAULT, GATINEAU, QC"
6659,Centre aquatique Paul-Pelletier,Aquatics,25m pool with or without other pools,Indoor,Public,,"325, CHEMIN D'AYLMER, GATINEAU, QC"
6661,centre communautaire Tétreau,Leisure / Community Centres,General,Indoor,Public,,"361, BOULEVARD DE LUCERNE, GATINEAU, QC"
6662,centre communautaire Bisson,Leisure / Community Centres,General,Indoor,Public,,"36A, RUE THERRIEN, GATINEAU, QC"
6663,centre communautaire Sainte-Bernadette,Leisure / Community Centres,General,Indoor,Public,,"40, RUE PILON, GATINEAU, QC"
6664,centre communautaire portugais Les Amis-Unis,Leisure / Community Centres,General,Indoor,Public,,"42, RUE HANSON, GATINEAU, QC"
6665,centre communautaire Daniel-Lafortune,Leisure / Community Centres,General,Indoor,Public,,"448, RUE DE POINTE-GATINEAU, GATINEAU, QC"
6666,centre communautaire des Hautes-Plaines,Leisure / Community Centres,General,Indoor,Public,,"479, BOUL. DES HAUTES-PLAINES, GATINEAU, QC"
6667,Centre sportif de Buckingham,Ice,Single surface,Indoor,Public,,"485, RUE JAMES, GATINEAU, QC"
6668,centre communautaire Saint-Rosaire,Leisure / Community Centres,General,Indoor,Public,,"5, RUE SAINT-ARTHUR, GATINEAU, QC"
6669,centre communautaire Dupuis,Leisure / Community Centres,General,Indoor,Public,,"50, RUE ISIDORE-OSTIGUY, GATINEAU, QC"
6670,centre communautaire Apollo,Leisure / Community Centres,General,Indoor,Public,,"520, RUE CARLE, GATINEAU, QC"
6671,centre communautaire Daniel-Johnson,Leisure / Community Centres,General,Indoor,Public,,"54, RUE TASSE, GATINEAU, QC"
6672,centre communautaire André-Touchet,Leisure / Community Centres,General,Indoor,Public,,"57, CHEMIN VANIER, GATINEAU, QC"
6673,Centre aquatique Lucien-Houle,Aquatics,25m pool with or without other pools,Indoor,Public,,"580A, RUE MACLAREN EST, GATINEAU, QC"
6675,centre communautaire de Lucerne-Nord,Leisure / Community Centres,General,Indoor,Public,,"674, RUE DES ECUREUILS, GATINEAU, QC"
6676,centre communautaire Yvon-A.-Grégoire,Leisure / Community Centres,General,Indoor,Public,,"70, BOULEVARD SAINT-JOSEPH, GATINEAU, QC"
6677,Aréna Jean-Paul-Sabourin,Ice,Single surface,Indoor,Public,,"70, RUE JEAN-PROULX, GATINEAU, QC"
6678,centre communautaire Saint-Jean-de-Brébeuf,Leisure / Community Centres,General,Indoor,Public,,"70, RUE MOREAU, GATINEAU, QC"
6679,Centre sportif de Gatineau,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,"850, BOULEVARD DE LA GAPPE, GATINEAU, QC"
6686,centre communautaire Jean-René-Monette,Leisure / Community Centres,General,Indoor,Public,,"89, RUE JEAN-RENE-MONETTE, GATINEAU, QC"
6687,Centre d'animation jeunesse d'Aylmer (CAJA),Physical Recreation & Sports,Sport fields,Both,Public,,"92, RUE DU PATRIMOINE, GATINEAU, QC"
6690,centre communautaire Frank-Robinson,Leisure / Community Centres,General,Indoor,Public,,"96 RUE DU PATRIMOINE, GATINEAU, QC"
6691,Aréna Frank-Robinson,Ice,Single surface,Indoor,Public,,
6692,Centre sportif Robert-Rochon,Ice,Single surface,Indoor,Public,,"97, RUE DE L'ARENA, GATINEAU, QC"
6693,Centre communautaire Saint-Raymond ,Physical Recreation & Sports,Sport fields,Indoor,Public,,"99, BOUL. SAINT-RAYMOND, GATINEAU, QC"
6695,centre communautaire Saint-Raymond,Leisure / Community Centres,General,Indoor,Public,,"99, BOULEVARD SAINT-RAYMOND, GATINEAU, QC"
6696,Trait d'Union Outaouais Inc.,Leisure / Community Centres,General,Indoor,Public,1,"109 RUE WRIGHT, GATINEAU, QC"
6697,Aréna Campeau,Ice,Single surface,Indoor,Public,,"165 RUE DES SABLES, GATINEAU, QC"
6698,Campeau Arena,Leisure / Community Centres,General,Indoor,Public,,"165 RUE DES SABLES, GATINEAU, QC"
6699,Centre communautaire de Limbour,Leisure / Community Centres,General,Indoor,Public,1,"288 CHEMIN LEBAUDY, GATINEAU, QC"
6700,Farm Point Community Centre,Leisure / Community Centres,General,Indoor,Public,,"311 CHEMIN DE LA RIVIERE, GATINEAU, QC"
6701,Centre Culturel Jacques-Auger,Leisure / Community Centres,General,Indoor,Public,1,"39 RUE LEDUC, GATINEAU, QC"
6702,Palais des Congrès de Gatineau,Leisure / Community Centres,General,Indoor,Public,1,"50 BOULEVARD MAISONNEUVE, GATINEAU, QC"
6703,Groupe communautaire Deschênes,Leisure / Community Centres,General,Indoor,Public,1,"55 CHEMIN VANIER, GATINEAU, QC"
6704,centre communautaire André-Touchet,Leisure / Community Centres,General,Indoor,Public,,"57 CHEMIN VANIER, GATINEAU, QC"
6705,Aydelu,Leisure / Community Centres,General,Indoor,Public,,"94 RUE DU PATRIMOINE, GATINEAU, QC"
6708,Action Quartiers,Leisure / Community Centres,General,Indoor,Public,1,"SOUS-SOL, 2 RUE FORTIER, GATINEAU, QC"
6709,Centre communautaire du Parc J.-A. Perkins,Leisure / Community Centres,General,Indoor,Public,,"17, CHEMIN DU MANOIR, VAL-DES-MONTS, QC"
6710,Centre communautaire du Parc Thibault,Leisure / Community Centres,General,Indoor,Public,,"24, CHEMIN DU PARC, VAL-DES-MONTS, QC"
6711,Centre communautaire du Parc Saint-Germain,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2720, ROUTE PRINCIPALE, VAL-DES-MONTS, QC"
6712,Aréna Sportium,Ice,Single surface,Indoor,Public,,"5, CHEMIN DU MANOIR, VAL-DES-MONTS, QC"
6713,PLAGE MUNICIPALE,Leisure / Community Centres,General,Indoor,Public,,"1214, ROUTE PRINCIPALE, VAL-DES-MONTS, QC"
6714,CLSC de Val-des-Monts,Leisure / Community Centres,General,Indoor,Public,,"1884 ROUTE DU CARREFOUR, VAL-DES-MONTS, QC"
6715,RAMPES DE MISE À L'EAU,Leisure / Community Centres,General,Indoor,Public,,"2, CHEMIN PELISSIER, VAL-DES-MONTS, QC"
6716,PARC MARC CARRIÈRE,Leisure / Community Centres,General,Indoor,Public,,"2233, MONTEE PAIEMENT, VAL-DES-MONTS, QC"
6717,Val-Des-Monts Youth House,Leisure / Community Centres,General,Indoor,Public,1,"30 CHEMIN DE L'EGLISE, VAL-DES-MONTS, QC"
6718,NAKKERTOK,Leisure / Community Centres,General,Indoor,Public,,"82, ROUTE DU CARREFOUR, VAL-DES-MONTS, QC"
6719,Multi-purpose community centre (MCC),Leisure / Community Centres,General,Indoor,Public,,"6 IMPASSE DES ETOILES, CANTLEY, QC"
6723,Complexe sportif La Pêche,Ice,Single surface,Indoor,Public,1,"20, CHEMIN RAPHAEL, LA PECHE, QC"
6726,Centre communautaire de Rupert,Leisure / Community Centres,General,Indoor,Public,1,"24, CHEMIN SHOULDICE, LA PECHE, QC"
6727,Centre Wakefield La Pêche,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,"38, CHEMIN VALLEE-DE-WAKEFIELD, LA PECHE, QC"
6730,"Centre communautaire de Masham, a/s Club de l’âge d’or Les bons Amis de Masham ",Leisure / Community Centres,General,Indoor,Public,,"41, CHEMIN PASSE-PARTOUT, LA PECHE, QC"
6731,"Centre communautaire du Lac des Loups, a/s Loisirs Lac-des-Loups",Leisure / Community Centres,General,Indoor,Public,,"6, CHEMIN LIONEL BEAUSOLEIL, LA PECHE, QC"
6732,"Centre communautaire Ste-Sophie, East Aldfield",Leisure / Community Centres,General,Indoor,Public,,"951, CHEMIN CLEO-FOURNIER , LA PECHE, QC"
6733,Hollow Glen Community Centre,Leisure / Community Centres,General,Indoor,Public,,"12, CHEMIN DU PARC, CHELSEA, QC"
6734,The Meredith Centre,Ice,Single surface,Indoor,Public,,"23 CECIL RD., CHELSEA, QC"
6738,Gymnasium at the Notre-Dame-de-la-Joie School in Luskville,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1,"14 CHEMIN DU VILLAGE, LUSKVILLE, QC"
6740,Hall at the Breckenridge Fire Station,Leisure / Community Centres,General,Indoor,Public,1,"1491 HIGHWAY 148, LUSKVILLE, QC"
6741,Quyon Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"2 CH. DU FERRY, QUYON, QC"
6742,Luskville Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"2024 HIGHWAY 148, LUSKVILLE, QC"
6743,The Bert Kennedy Centre,Leisure / Community Centres,General,Indoor,Public,1,"885, RUE DE CLARENDON, QUYON, QC"
6744,Aréna Guy Lafleur,Ice,Single surface,Indoor,Public,,"177 RUE GALIPEAU, THURSO, QC"
6746,Centre Action Générations des Inés de la Vallée-de-la-Lièvre,Leisure / Community Centres,Seniors,Indoor,Public,,"390, AVENUE DE BUCKINGHAM, GATINEAU, QC"
6747,Arpidrome,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"750, RUE DE LA SORBONNE, CHARLESBOURG, QC"
6750,Centre Saint-Louis,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"262, RUE RACINE, LA HAUTE-SAINT-CHARLES, QC"
6751,École secondaire de Rochebelle,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1095, AVENUE DE ROCHEBELLE, SAINTE-FOY, QC"
6752,Aréna Bardy,Ice,Single surface,Indoor,Public,,"2280, AVENUE MONSEIGNEUR-GOSSELIN, LA CITE-LIMOILOU, QC"
6753,Aréna des Deux Glaces,Ice,2+ surfaces,Indoor,Public,,"1515, RUE DE L'INNOVATION, LA HAUTE-SAINT-CHARLES, QC"
6754,Aréna Duberger,Ice,Single surface,Indoor,Public,,"3050, BOULEVARD CENTRAL, LES RIVIERES, QC"
6755,Aréna Gaétan-Duchesne,Ice,Single surface,Indoor,Public,,"2650, AVENUE D'ALEMBERT, LES RIVIERES, QC"
6756,Aréna Marcel-Bédard,Ice,Single surface,Indoor,Public,,"655, BOULEVARD DES CHUTES, BEAUPORT, QC"
6757,Aréna Patrick-Poulin,Ice,Single surface,Indoor,Public,,"220, AVENUE DU CHANOINE-COTE, LES RIVIERES, QC"
6758,Aréna Réjean-Lemelin,Ice,Single surface,Indoor,Public,,"1300, RUE POMPADOUR, CHARLESBOURG, QC"
6759,Centre communautaire Michel-Labadie,Ice,Single surface,Indoor,Public,,"3705, AVENUE CHAUVEAU, LES RIVIERES, QC"
6762,Centre sportif de Sainte-Foy,Ice,Single surface,Indoor,Public,,"930, AVENUE ROLAND-BEAUDIN, SAINTE-FOY, QC"
6763,Centre sportif Marc-Simoneau,Ice,Single surface,Indoor,Public,,"3500, RUE CAMBRONNE, BEAUPORT, QC"
6764,Colisée de Loretteville,Ice,Single surface,Indoor,Public,,"86, BOULEVARD DES ETUDIANTS, LA HAUTE-SAINT-CHARLES, QC"
6765,Centre communautaire Ferland,Aquatics,25m pool with or without other pools,Indoor,Public,,"1600, 8E AVENUE, LA CITE-LIMOILOU, QC"
6766,Centre communautaire Lucien-Borne,Aquatics,25m pool with or without other pools,Indoor,Public,,"100, CHEMIN SAINTE-FOY, LA CITE-LIMOILOU, QC"
6770,Centre de loisirs Monseigneur-De Laval,Aquatics,25m pool with or without other pools,Indoor,Public,,"2, RUE DU FARGY, BEAUPORT, QC"
6771,Complexe Jean-Paul-Nolin,Aquatics,25m pool with or without other pools,Indoor,Public,,"340, RUE CHABOT, LES RIVIERES, QC"
6772,École secondaire de La Seigneurie,Aquatics,25m pool with or without other pools,Indoor,Public,,"645, AVENUE DU CENACLE, BEAUPORT, QC"
6773,Institut de réadaptation en déficience physique de Québec (IRDPQ),Aquatics,25m pool with or without other pools,Indoor,Public,,"525, BOULEVARD WILFRID-HAMEL EST, LES RIVIERES, QC"
6774,Pavillon de l'éducation physique et des sports de l'Université Laval (PEPS),Aquatics,50m+ pool with or without other pools,Indoor,Public,,"2300, RUE DE LA TERRASSE, SAINTE-FOY, QC"
6776,Piscine A. Couture (Collège François-de-Laval),Aquatics,25m pool with or without other pools,Indoor,Public,,"41, RUE SAINTE-FAMILLE, LA CITE-LIMOILOU, QC"
6777,Piscine de l'école L'Odyssée,Aquatics,25m pool with or without other pools,Indoor,Public,,"1485, RUE DE L'INNOVATION, LA HAUTE-SAINT-CHARLES, QC"
6779,Piscine de l'édifice Denis-Giguère,Aquatics,25m pool with or without other pools,Indoor,Public,,"305, RUE RACINE, LA HAUTE-SAINT-CHARLES, QC"
6780,Piscine du Campus Notre-Dame-de-Foy,Aquatics,25m pool with or without other pools,Indoor,Public,,"5000, RUE CLEMENT-LOCKQUELL, SAINT-AUGUSTIN-DE-DESMAURES, QC"
6781,Piscine Jacques-Amyot,Aquatics,25m pool with or without other pools,Indoor,Public,,"3643, AVENUE DES COMPAGNONS, SAINTE-FOY, QC"
6782,Piscine Jos.-A.-Lachance,Aquatics,25m pool with or without other pools,Indoor,Public,,"2920, RUE CLAISSE, LES RIVIERES, QC"
6783,Piscine Jules-Dallaire - Patro Roc-Amadour,Aquatics,25m pool with or without other pools,Indoor,Public,,"2301, 1RE AVENUE, LA CITE-LIMOILOU, QC"
6784,Patro Roc-Amadour,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2301, 1RE AVENUE, LA CITE-LIMOILOU, QC"
6786,Piscine Lucien-Flamand (centre Wilbrod-Bhérer),Aquatics,25m pool with or without other pools,Indoor,Public,,"7, RUE ROBERT-RUMILLY, LA CITE-LIMOILOU, QC"
6787,Piscine municipale du Bourg-Royal,Aquatics,25m pool with or without other pools,Indoor,Public,,"640, AVENUE DU BOURG-ROYAL, CHARLESBOURG, QC"
6788,Piscine Sylvie-Bernier,Aquatics,25m pool with or without other pools,Indoor,Public,,"3020, BOULEVARD HOCHELAGA, SAINTE-FOY, QC"
6790,Piscine Wilfrid-Hamel,Aquatics,25m pool with or without other pools,Indoor,Public,,"155, RUE BIGAOUETTE, LA CITE-LIMOILOU, QC"
6791,YWCA Québec,Aquatics,25m pool with or without other pools,Indoor,Public,,"855, AVENUE HOLLAND, LA CITE-LIMOILOU, QC"
6794,Complexe de soccer Chauveau,Physical Recreation & Sports,Sport fields,Indoor,Public,,"7200, BOULEVARD DE L'ORMIERE, LES RIVIERES, QC"
6795,Community Center Claude Allard - ZAP,Leisure / Community Centres,General,Indoor,Public,,"3200 AVENUE D'AMOURS, QUEBEC, QC"
6796,Centre Mgr Marcoux,Leisure / Community Centres,General,Indoor,Public,1,"2025 RUE ADJUTOR RIVARD, QUEBEC, QC"
6799,Cap-rouge Community Centre,Leisure / Community Centres,General,Indoor,Public,1,"4473 RUE SAINT-FELIX, QUEBEC, QC"
6800,Complexe aquatique multifonctionnel,Aquatics,25m pool with or without other pools,Indoor,Public,,"1065, ROUTE DES RIVIERES, LEVIS, QC"
6801,Piscine Pierre-Létourneau,Aquatics,25m pool with or without other pools,Indoor,Public,,"36, RUE VALERE-PLANTE. LEVIS, QC"
6802,Aquaréna Léo-Paul-Bédard,Aquatics,25m pool with or without other pools,Indoor,Public,,"8001, AVENUE DES EGLISES, LEVIS, QC"
6805,Piscine du Cégep Lévis-Lauzon,Aquatics,25m pool with or without other pools,Indoor,Public,,"205 ROUTE MONSEIGNEUR-BOURGET, LEVIS, QC"
6806,Aréna Municipal de Lévis,Ice,Single surface,Indoor,Public,,"29, RUE VINCENT-CHAGNON, LEVIS, QC"
6807,Aréna André-Lacroix,Ice,Single surface,Indoor,Public,,"7300, BOULEVARD GUILLAUME-COUTURE, LEVIS, QC"
6808,Complexe 2 Glaces Honco,Ice,2+ surfaces,Indoor,Public,,"275, AVENUE TANIATA, LEVIS, QC"
6809,Aréna B.S.R.,Ice,Single surface,Indoor,Public,,"585, RUE DE BERNIERES, LEVIS, QC"
6810,Aréna St-Romuald,Ice,Single surface,Indoor,Public,,"265, AVENUE DE TANIATA, LEVIS, QC"
6811,Salle Maurice-Chamberland - Aréna de Saint-Romuald,Leisure / Community Centres,General,Indoor,Public,,"265, AVENUE DE TANIATA, LEVIS, QC"
6812,École de l'Odyssée,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"885, RUE DES MELEZES, LEVIS, QC"
6813,École la Chanterelle,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"39, RUE DENIS-GARON, LEVIS, QC"
6814,École du Grand-Fleuve - Pavillon du Méandre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2111, CHEMIN DU SAULT, LEVIS, QC"
6815,École la Martinière,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"520, RUE DE LA SORBONNE, LEVIS, QC"
6816,École Plein-Soleil,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"9, RUE GENEST, LEVIS, QC"
6817,École Saint-Louis-de-France,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3165, AVENUE JOSEPH-HUDON, LEVIS, QC"
6818,École Sainte-Hélène,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"11, RUE SAINT-MAURICE, LEVIS, QC"
6819,École de la Clé-du-Boisé,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"706, AVENUE ALBERT-ROUSSEAU, LEVIS, QC"
6820,École secondaire l'Aubier,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1020, CHEMIN DU SAULT, LEVIS, QC"
6821,École secondaire l'Envol,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1101, ROUTE DES RIVIERES, LEVIS, QC"
6822,École secondaire les Etchemins,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3724, AVENUE DES EGLISES, LEVIS, QC"
6823,École secondaire l'Horizon,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"200, RUE ARLETTE-FORTIN, LEVIS, QC"
6824,École secondaire Pointe-Lévy,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"30, RUE VINCENT-CHAGNON, LEVIS, QC"
6825,École du Boisé,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"396, RUE PAMPHILE-LE MAY, LEVIS, QC"
6826,École de l'Alizé,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"851, RUE DES HERONS, LEVIS, QC"
6827,École Desjardins,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3700, RUE DE LA FABRIQUE, LEVIS, QC"
6828,École de Taniata,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1026, AVENUE DE TANIATA, LEVIS, QC"
6829,École des Moussaillons,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"807, CHEMIN PINTENDRE, LEVIS, QC"
6830,École de la Rose-des-vents,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"50, RUE ARLETTE-FORTIN, LEVIS, QC"
6831,École des Mousserons,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2475, CHEMIN VANIER, LEVIS, QC"
6832,École Clair-Soleil,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"150, RUE PLANTE, LEVIS, QC"
6833,École de l'Auberivière,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"3921, RUE DE LA FABRIQUE, LEVIS, QC"
6834,École de la Nacelle,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1110, RUE DES PRES, LEVIS, QC"
6835,École La Ruche,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1000, RUE DU BOURGEOIS, LEVIS, QC"
6836,École Saint-Dominique,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"2, RUE DE L'ENTENTE, LEVIS, QC"
6837,Carrefour culturel Jean-Gosselin,Leisure / Community Centres,General,Indoor,Public,,"3315, AVENUE DES EGLISES, LEVIS, QC"
6838,Centre Culturel de Lévis,Leisure / Community Centres,General,Indoor,Public,,"36, RUE VALERE-PLANTE, LEVIS, QC"
6839,Centre Raymond-Blais,Leisure / Community Centres,General,Indoor,Public,,"6, RUE RAYMOND-BLAIS, LEVIS, QC"
6840,Centre civique,Leisure / Community Centres,General,Indoor,Public,,"955, RUE NOLIN, LEVIS, QC"
6841,Chalet Quatre-Saisons,Leisure / Community Centres,General,Indoor,Public,,"1017, RUE ALPHONSE-FERLAND, LEVIS, QC"
6842,Centre communautaire l'Accueil,Leisure / Community Centres,General,Indoor,Public,,"1009, AVENUE DE TANIATA, LEVIS, QC"
6843,Centre communautaire Saint-Nicolas,Leisure / Community Centres,General,Indoor,Public,,"550, RUE DE LA SORBONNE, LEVIS, QC"
6844,Centre service des Loisirs,Leisure / Community Centres,General,Indoor,Public,,"601, ROUTE DES RIVIERES, LEVIS, QC"
6845,Chalet Jean-Dumets,Leisure / Community Centres,General,Indoor,Public,,"1452, RUE DES PIONNIERS, LEVIS, QC"
6846,Centre communautaire Le Carrefour,Leisure / Community Centres,General,Indoor,Public,,"1325, RUE DE SAINT-DENIS, LEVIS, QC"
6847,Salle Étienne-Baillargeon,Leisure / Community Centres,General,Indoor,Public,,"4119, ROUTE DES RIVIERES, LEVIS, QC"
6848,Salle Multi-fonctionnelle,Leisure / Community Centres,General,Indoor,Public,,"711, AVENUE ALBERT-ROUSSEAU, LEVIS, QC"
6849,Édifice de la Coulée,Leisure / Community Centres,General,Indoor,Public,,"3553, AVENUE BRASSARD, LEVIS, QC"
6850,Édifice des Bâtisseurs,Leisure / Community Centres,General,Indoor,Public,,"2485, RUE SAINTE-HELENE, LEVIS, QC"
6851,Centre des Loisirs-Pintendre,Leisure / Community Centres,General,Indoor,Public,,"807, RUE OLYMPIQUE, LEVIS, QC"
6852,Édifice Gérard-Dumont,Leisure / Community Centres,General,Indoor,Public,,"344 RUE THOMAS-WILSON, LEVIS, QC"
6853,Complexe de soccer Honco de Lévis,Physical Recreation & Sports,Sport fields,Indoor,Public,1,"8087 BOUL. DU CENTRE-HOSPITALIER, LEVIS, QC"
6854,Complexe sportif mutifonctionnel,Ice,2+ surfaces,Indoor,Public,,"230, ROUTE DE FOSSAMBAULT, SAINT-AUGUSTIN-DE-DESMAURES QC"
6858,Maison Omer-Juneau,Leisure / Community Centres,General,Indoor,Public,,"289, ROUTE 138, SAINT-AUGUSTIN-DE-DESMAURES QC"
6860,Centre Les Bocages,Leisure / Community Centres,General,Indoor,Public,,"4850, RUE DU SOURCIN, SAINT-AUGUSTIN-DE-DESMAURES QC"
6862,Centre Delphis-Marois,Leisure / Community Centres,General,Indoor,Public,,"300, RUE DE L'ENTRAIN, SAINT-AUGUSTIN-DE-DESMAURES QC"
6864,Complexe sportif multidisciplinaire,Ice,2+ surfaces,Indoor,Public,,"1311, RUE DES LOISIRS EST, L'ANCIENNE-LORETTE QC"
6865,Aquagym Élise Marcotte,Aquatics,25m pool with or without other pools,Indoor,Public,,"1317, RUE DES LOISIRS EST, L'ANCIENNE-LORETTE, QC"
6870,Polyvalente de L'Ancienne-Lorette,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1801, RUE NOTRE-DAME, L'ANCIENNE-LORETTE, QC"
6872,École des Hauts-Clochers - Pavillon Notre-Dame,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1591, RUE NOTRE-DAME, L'ANCIENNE-LORETTE, QC"
6874,École des Hauts-Clochers - Pavillon Saint-Charles,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1350, RUE SAINT-CHARLES, L'ANCIENNE-LORETTE, QC"
6876,École Le Ruisselet,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"1745, RUE SAINT-OLIVIER, L'ANCIENNE-LORETTE, QC"
6878,École du Harfang-des-Neiges 2,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1,"114 1RE AVENUE, STONEHAM-ET-TEWKESBURY, QC"
6880,École du Harfang-des-Neiges 1,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,1,"114 1RE AVENUE, STONEHAM-ET-TEWKESBURY, QC"
6881,Hôtel de ville,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1,"325 CHEMIN DU HIBOU, STONEHAM-ET-TEWKESBURY, QC"
6883,Sous-sol de la Chapelle Tewkesbury,Leisure / Community Centres,General,Indoor,Public,1,"3405 ROUTE TEWKESBURY, STONEHAM-ET-TEWKESBURY, QC"
6884,Grange du Presbytère,Leisure / Community Centres,General,Indoor,Public,1,"119 1ERE AVENUE, STONEHAM-ET-TEWKESBURY, QC"
6886,Chalet des loisirs Desjardins,Leisure / Community Centres,General,Indoor,Public,1,"8 CHEMIN DE L'ECOLE, LAC-BEAUPORT, QC"
6887,Centre socioculturel Anne-Hébert,Leisure / Community Centres,General,Indoor,Public,1,"22 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6890,Maison des aînés,Leisure / Community Centres,Seniors,Indoor,Public,1,"7, RUE CHARLES-PAINCHAUD, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6891,École Jacques-Cartier,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,"11 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6892,École Saint-Denys-Garneau,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1,"10 RUE DES ETUDIANTS, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6893,École des Explorateurs,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,1,"205 RUE DESIRE-JUNEAU, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6894,Sports Pavilion (Grand-Héron),Leisure / Community Centres,General,Indoor,Public,1,"4 RUE LOUIS JOLLIET, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6895,Le Boisé,Leisure / Community Centres,General,Indoor,Public,1,"45 MONTEE DE L'AUBERGE, SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER, QC"
6896,Aréna de Boischatel,Ice,Single surface,Indoor,Public,,"5770 BOULEVARD SAINTE-ANNE, BOISCHATEL, QC"
6898,Centre sportif,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,"160, RUE DES GRES, BOISCHATEL, QC"
6904,Domaine de la Rivière,Leisure / Community Centres,General,Indoor,Public,,"135 RUE DES EMERAUDES, BOISCHATEL, QC"
6905,Maison Vézina,Leisure / Community Centres,General,Indoor,Public,,"171, RUE DES GRENADIERS, BOISCHATEL, QC"
