CMANAME,CSDNAME,Facility name,URL,Full address,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes
,,Winskill Aquatic and Fitness Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/winskill-aquatic-and-fitness-centre,"5575 9 Ave, Delta, BC  V4M 1W1",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pool, fitness",
,,Winskill Aquatic and Fitness Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/winskill-aquatic-and-fitness-centre,"5575 9 Ave, Delta, BC  V4M 1W1",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pool, fitness",
,,South Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/south-delta-recreation-centre,"1720 56 St, Delta, BC V4L 2B1",Ice,Single surface,Indoor,Public,,,,,,,,,"arena, gym",
,,South Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/south-delta-recreation-centre,"1720 56 St, Delta, BC V4L 2B1",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"arena, gym",
,,South Delta Recreation Centre,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/south-delta-recreation-centre,"1720 56 St, Delta, BC V4L 2B1",Ice,Curling,Indoor,Public,,,,,,,,,,
,,McKee Senior's Recreation Centre,http://www.delta.ca/services/seniors/seniors-recreation-centres/lists/seniors-recreation-centres/mckee-seniors-recreation-centre,"5155 47 Ave, Delta, BC  V4K 0A2",Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,
,"North Vancouver, DM",Canlan Ice Sports,https://www.icesports.com/CORPORATE/facility-listings.aspx,"2411 Mt Seymour Pkwy, North Vancouver, BC V7H 2Y9",Ice,2+ surfaces,Indoor,Private,2411,Mount Seymour Parkway,,North Vancouver,BC,V7H 2Y9,,,,
,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,"851 W Queens Rd, North Vancouver, BC V7N 4E3",Leisure / Community Centres,General,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",
,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,"851 W Queens Rd, North Vancouver, BC V7N 4E3",Aquatics,25m pool with or without other pools,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",
,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,"851 W Queens Rd, North Vancouver, BC V7N 4E3",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,,
,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,"851 W Queens Rd, North Vancouver, BC V7N 4E3",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",
,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,"851 W Queens Rd, North Vancouver, BC V7N 4E3",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",
,,Delbrook Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/delbrook-community-recreation-centre,"851 W Queens Rd, North Vancouver, BC V7N 4E3",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,851,W Queens Road,,North Vancouver,BC,V7N 4E3,,,"community centre with 2 pools, fitness, gym, racquet courts",
,,North Shore Winter Club,https://www.nswc.ca/,"1325 Keith Rd E, North Vancouver, BC V7J 1J3",Ice,2+ surfaces,Indoor,Private,1325,Keith Road E,,North Vancouver,BC,V7J 1J3,,,"3 ice rinks, 11 tennis courts, 2 outdoor pools, fitness, racquet courts ",
,,North Shore Winter Club,https://www.nswc.ca/,"1325 Keith Rd E, North Vancouver, BC V7J 1J3",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,1325,Keith Road E,,North Vancouver,BC,V7J 1J3,,,"3 ice rinks, 11 tennis courts, 2 outdoor pools, fitness, racquet courts ",
,,North Shore Winter Club,https://www.nswc.ca/,"1325 Keith Rd E, North Vancouver, BC V7J 1J3",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,1325,Keith Road E,,North Vancouver,BC,V7J 1J3,,,"3 ice rinks, 11 tennis courts, 2 outdoor pools, fitness, racquet courts ",
,,Seylynn Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/seylynn-community-recreation-centre,"625 Mountain Hwy, North Vancouver, BC V7J 2L5",Leisure / Community Centres,General,Indoor,Public,625,Mountain Highway Avenue,,North Vancouver,BC,V7J 2L5,,,minimal information on website - community centre with few fitness programs,
,,Seylynn Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/seylynn-community-recreation-centre,"625 Mountain Hwy, North Vancouver, BC V7J 2L5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,625,Mountain Highway Avenue,,North Vancouver,BC,V7J 2L5,,,minimal information on website - community centre with few fitness programs,
,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,"145 W 1st St, North Vancouver, BC V7M 1B1",Leisure / Community Centres,General,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",
,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,"145 W 1st St, North Vancouver, BC V7M 1B1",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",
,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,"145 W 1st St, North Vancouver, BC V7M 1B1",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",
,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,"145 W 1st St, North Vancouver, BC V7M 1B1",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",
,,John Braithwaite Community Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/john-braithwaite-community-centre,"145 W 1st St, North Vancouver, BC V7M 1B1",Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,145,W 1st Street,,North Vancouver,BC,V7M 1B1,,,"community centre with senior's centre, fitness, gym, badminton, pickleball",
,,Harry Jerome Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/harry-jerome-community-recreation,"123 23rd St E, North Vancouver, BC V7L 3E2",Leisure / Community Centres,General,Indoor,Public,123,23rd Avenue ,,North Vancouver,BC,V7L 3E2,,,"community centre, pool, fitness",
,,Harry Jerome Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/harry-jerome-community-recreation,"123 23rd St E, North Vancouver, BC V7L 3E2",Aquatics,25m pool with or without other pools,Indoor,Public,123,23rd Avenue ,,North Vancouver,BC,V7L 3E2,,,"community centre, pool, fitness",
,,Harry Jerome Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/harry-jerome-community-recreation,"123 23rd St E, North Vancouver, BC V7L 3E2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,123,23rd Avenue ,,North Vancouver,BC,V7L 3E2,,,"community centre, pool, fitness",
,,Harry Jerome Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/harry-jerome-community-recreation,"123 23rd St E, North Vancouver, BC V7L 3E2",Ice,Single surface,Indoor,Public,123,23rd Avenue ,,North Vancouver,BC,V7L 3E2,,,"community centre, pool, fitness",
,,Chief Joe Mathias Centre,https://www.squamish.net/,"123 23rd St E, North Vancouver, BC V7L 3E2",Leisure / Community Centres,General,Indoor,Public,123,23rd Avenue ,,North Vancouver,BC,V7L 3E2,,,"community centre, Aboriginal",
,,Mickey McDougall Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/mickey-mcdougall-community-recreation,"240 23rd St E, North Vancouver, BC V7L 3L2",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,240,23rd Street E,,North Vancouver,BC,V7L 3L2,,,"gym, badminton",
,,Mickey McDougall Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/mickey-mcdougall-community-recreation,"240 23rd St E, North Vancouver, BC V7L 3L2",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,240,23rd Street E,,North Vancouver,BC,V7L 3L2,,,"gym, badminton",
,,Karen Magnussen Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/karen-magnussen-community-recreation,"2300 Kirkstone Rd, North Vancouver, BC V7J 1Z6",Aquatics,25m pool with or without other pools,Indoor,Public,2300,Kirkstone Road,,North Vancouver,BC,V7J 1Z6,,,"pool, fitness",
,,Karen Magnussen Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/karen-magnussen-community-recreation,"2300 Kirkstone Rd, North Vancouver, BC V7J 1Z6",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2300,Kirkstone Road,,North Vancouver,BC,V7J 1Z6,,,"pool, fitness",
,,Ron Andrews Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/ron-andrews-community-recreation,"931 Lytton St, North Vancouver, BC V7H 2M5",Aquatics,25m pool with or without other pools,Indoor,Public,931,Lytton Street,,North Vancouver,BC,V7H 2M5,,,"pool, racquet courts, fitness",
,,Ron Andrews Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/ron-andrews-community-recreation,"931 Lytton St, North Vancouver, BC V7H 2M5",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,931,Lytton Street,,North Vancouver,BC,V7H 2M5,,,"pool, racquet courts, fitness",
,,Ron Andrews Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/ron-andrews-community-recreation,"931 Lytton St, North Vancouver, BC V7H 2M5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,931,Lytton Street,,North Vancouver,BC,V7H 2M5,,,"pool, racquet courts, fitness",
,,Lynn Valley Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/lynn-valley-community-recreation,"3590 Mountain Hwy, North Vancouver, BC V7K 0A2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3590,Mountain Highway Avenue,,North Vancouver,BC,V7K 0A2,,,,
,,Parkgate Community Centre,https://www.myparkgate.com/,"3625 Banff Ct, North Vancouver, BC V7H 2Z8",Leisure / Community Centres,General,Indoor,Public,3625,Banff Court,,North Vancouver,BC,V7H 2Z8,,,"community centre, gym, fitness",
,,Parkgate Community Centre,https://www.myparkgate.com/,"3625 Banff Ct, North Vancouver, BC V7H 2Z8",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,3625,Banff Court,,North Vancouver,BC,V7H 2Z8,,,"community centre, gym, fitness",
,,Parkgate Community Centre,https://www.myparkgate.com/,"3625 Banff Ct, North Vancouver, BC V7H 2Z8",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3625,Banff Court,,North Vancouver,BC,V7H 2Z8,,,"community centre, gym, fitness",
,,North Vancouver Tennis Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/north-vancouver-tennis-centre,"280 Lloyd Ave, North Vancouver, BC V7P 3H3",Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Public,280,Lloyd Avenue,,North Vancouver,BC,V7P 3H3,,,,
,,Capilano Tennis Club,https://www.capilanotennisclub.com/,"2500 Capilano Rd, North Vancouver, BC V7R 4H2",Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,2500,Capilano Road,,North Vancouver,,V7R 4H2,,,,
,,North Shore Neighbourhood House,https://www.nsnh.bc.ca/,"225 2nd St E, North Vancouver, BC V7L 1C4",Leisure / Community Centres,General,Indoor,Public,225,2nd Street E,,North Vancouver,BC,V7L 1C4,,,,
,,North Shore Neighbourhood House,https://www.nsnh.bc.ca/,"225 2nd St E, North Vancouver, BC V7L 1C4",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,225,2nd Street E,,North Vancouver,BC,V7L 1C4,,,,
,,Tsleil-Waututh Cultural and Recreation Centre,https://www.google.ca/search?source=hp&ei=Iv4lXtvwG4q1tAbSsr6IAQ&q=tsleil-waututh+cultural+and+recreation+centre&oq=tsleil-waututh+cult&gs_l=psy-ab.3.0.0.22.12559..13972...2.0..0.172.2098.12j8......0....1..gws-wiz.......0i131j0i131i10j0i22i30j33i160j0i13.mhC3cuYinvI,"3010 Sleil Waututh Rd, North Vancouver, BC V7H 2V5",Leisure / Community Centres,General,Indoor,Public,3010,Sleil Waututh Road,,North Vancouver,BC,V7H 2V5,,,no website - Google reviews state the centre has a gym,
,,Tsleil-Waututh Cultural and Recreation Centre,https://www.google.ca/search?source=hp&ei=Iv4lXtvwG4q1tAbSsr6IAQ&q=tsleil-waututh+cultural+and+recreation+centre&oq=tsleil-waututh+cult&gs_l=psy-ab.3.0.0.22.12559..13972...2.0..0.172.2098.12j8......0....1..gws-wiz.......0i131j0i131i10j0i22i30j33i160j0i13.mhC3cuYinvI,"3010 Sleil Waututh Rd, North Vancouver, BC V7H 2V5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,3010,Sleil Waututh Road,,North Vancouver,BC,V7H 2V5,,,no website - Google reviews state the centre has a gym,
,,LVSS at Mollie NYE House,http://mollienyehouse.com/,"940 Lynn Valley Rd, North Vancouver, BC V7J 1Z7",Leisure / Community Centres,General,Indoor,Public,940,Lynn Valley Road,,North Vancouver,BC,V7J 1Z7,,,,
,,Memorial Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/memorial-community-recreation-centre,"123 East 23rd Street, North Vancouver, BC V7N 2L3",Leisure / Community Centres,General,Indoor,Public,123,East 23rd Street,,North Vancouver,BC,V7N 2L3,,,community centre with gymnasium,
,,Memorial Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/memorial-community-recreation-centre,"123 East 23rd Street, North Vancouver, BC V7N 2L3",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,123,East 23rd Street,,North Vancouver,BC,V7N 2L3,,,community centre with gymnasium,
,Maple Ridge,Golden Ears Winter Club,http://gewc.ca/,"23580 105 Ave, Maple Ridge, BC V2W 1B8",Ice,Curling,Indoor,Private,23580,105 Avenue,,Maple Ridge,BC,V2W 1B8,,,,
,,Planet Ice - Maple Ridge,https://planetice.ca/mapleridge/,"23588 105 Ave, Maple Ridge, BC V2W 1B8",Ice,2+ surfaces,Indoor,Public,23588,105 Avenue,,Maple Ridge,Bc,V2W 1B8,,,,
,,CEED Centre Society,https://www.ceedcentre.com/,"11739 223 St, Maple Ridge, BC V2X 5X8",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Greg Moore Youth Centre,https://www.google.ca/search?source=hp&ei=KZUpXq_PKtHr_QbSr7foDw&q=greg+moore+youth+center+maple+ridge&oq=greg+moore+youth+center+maple+ridge&gs_l=psy-ab.3..0j0i22i30l3.233.5020..5576...1.0..1.157.1607.16j3......0....1..gws-wiz.......0i131.2Vq6ELQrk98&ved=0ahUKEwjvh66C4JnnAhXRdd8KHdLXDf0Q4dUDCAg&uact=5,"11925 Haney Pl, Maple Ridge, BC V2X 6G2",Leisure / Community Centres,Youth,Indoor,Public,,,,,,,,,"youth centre, indoor skate park (website difficult to navigate, so I used the Google comments)",
,,Maple Ridge Leisure Centre,https://www.mapleridge.ca/Facilities/Facility/Details/Maple-Ridge-Leisure-Centre-145,"11925 Haney Pl, Maple Ridge, BC V2X 6G2",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pools, gym, fitness, racquet courts",
,,Maple Ridge Leisure Centre,https://www.mapleridge.ca/Facilities/Facility/Details/Maple-Ridge-Leisure-Centre-145,"11925 Haney Pl, Maple Ridge, BC V2X 6G2",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pools, gym, fitness, racquet courts",
,,Maple Ridge Leisure Centre,https://www.mapleridge.ca/Facilities/Facility/Details/Maple-Ridge-Leisure-Centre-145,"11925 Haney Pl, Maple Ridge, BC V2X 6G2",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pools, gym, fitness, racquet courts",
,,Maple Ridge Leisure Centre,https://www.mapleridge.ca/Facilities/Facility/Details/Maple-Ridge-Leisure-Centre-145,"11925 Haney Pl, Maple Ridge, BC V2X 6G2",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, gym, fitness, racquet courts",
,,Maple Ridge Leisure Centre,https://www.mapleridge.ca/Facilities/Facility/Details/Maple-Ridge-Leisure-Centre-145,"11925 Haney Pl, Maple Ridge, BC V2X 6G2",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,"pools, gym, fitness, racquet courts",
,,Ruskin Community Hall,http://ruskinhall.com/,"28395 96 Ave, Maple Ridge, BC V2W 1L2",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,
,,Thornhill Community Hall,http://thornhillhall.ca/,"26007 98 Ave, Maple Ridge, BC V2W 1T3",Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community hall, tennis",
,,Maple Ridge Seniors Activity Centre,https://rmssseniors.org/,"12150 224 St, Maple Ridge, BC V2X 6B6",Leisure / Community Centres,Seniors,Indoor,Public,,,,,,,,,,
,New Westminster,Queen's Park Arena,https://www.newwestcity.ca/parks-and-recreation/facilities/queens-park-arena,"1st St &, 3rd Ave, New Westminster, BC V3L 1L7",Ice,Single surface,Indoor,Private,?,1st Street and 3rd Avenue,,New Westminster,BC,V3l 1L7,,,skating/hockey/lacrosse,only intersection provided - no civic address
,,Queen's Park Arena,https://www.newwestcity.ca/parks-and-recreation/facilities/queens-park-arena,"1st St &, 3rd Ave, New Westminster, BC V3L 1L7",Physical Recreation & Sports,Gymnasiums ,Indoor,Private,?,1st Street and 3rd Avenue,,New Westminster,BC,V3l 1L7,,,skating/hockey/lacrosse,only intersection provided - no civic address
,,Moody Park Arena,https://www.newwestcity.ca/parks-and-recreation/facilities/moody-park-arena,"701 8th Ave, New Westminster, BC V3M 2R2",Ice,Single surface,Indoor,Public,701,8th Avenue,,New Westminster,BC,V3M 2R2,,,"dry floor April to June, ice skating July to March",
,,Canada Games Pool,https://www.newwestcity.ca/parks-and-recreation/facilities/canada-games-pool,"65 E Sixth Ave, New Westminster, BC V3L 4G6",Aquatics,25m pool with or without other pools,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,"website does not work - swimming complex with 4 pools, fitness gym",
,,Canada Games Pool,https://www.newwestcity.ca/parks-and-recreation/facilities/canada-games-pool,"65 E Sixth Ave, New Westminster, BC V3L 4G6",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,"website does not work - swimming complex with 4 pools, fitness gym",
,,Centennial Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/centennial-community-centre,"65 E Sixth Ave, New Westminster, BC V3L 4G6",Leisure / Community Centres,General,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,community centre with fitness,
,,Centennial Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/centennial-community-centre,"65 E Sixth Ave, New Westminster, BC V3L 4G6",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,community centre with fitness,
,,Century House,https://www.newwestcity.ca/parks-and-recreation/facilities/century-house,"620 8th St, New Westminster, BC V3M 3S6",Leisure / Community Centres,Seniors,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,,
,,Century House,https://www.newwestcity.ca/parks-and-recreation/facilities/century-house,"620 8th St, New Westminster, BC V3M 3S6",Leisure / Community Centres,Youth,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,,
,,Queensborough Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/queensborough-community-centre,"920 Ewen Ave, New Westminster, BC V3M 5C8",Leisure / Community Centres,General,Indoor,Public,920,Ewen Avenue,,New Westminster,BC,V3M 5C8,,,community centre with fitness,
,,Queensborough Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/queensborough-community-centre,"920 Ewen Ave, New Westminster, BC V3M 5C8",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,920,Ewen Avenue,,New Westminster,BC,V3M 5C8,,,community centre with fitness,
,,Royal City Curling Club,https://royalcitycc.com/,"75 6 Ave E, New Westminster, BC V3L 4G6",Ice,Curling,Indoor,Public,75,6 Avenue E,,New Westminster,BC,V3L 4G6,,,,
,,New West Youth Centre,https://www.newwestyouth.ca/,"620 8th St, New Westminster, BC V3M 3S6",Leisure / Community Centres,Youth,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,youth centre with fitness room,
,,New West Youth Centre,https://www.newwestyouth.ca/,"620 8th St, New Westminster, BC V3M 3S6",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,youth centre with fitness room,
,,New Westminster Tennis Club,https://nwtennis.com/,"305 Royal Ave, New Westminster, BC V3L 1G7",Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,305,Royal Avenue,,New Westminster,BC,V3L 1G7,,,,
,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",Leisure / Community Centres,General,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"community centre with seniors' and youth programs, ice rinks, fitness, pool (opening in March), gym, ",
,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",Ice,2+ surfaces,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, ",
,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",Aquatics,Leisure / wading pools,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, fitness",
,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, fitness",
,,Port Coquitlam Community Centre,https://www.portcoquitlam.ca/recreation/port-coquitlam-recreation-complex/,"2150 Wilson Ave, Port Coquitlam, BC V3C 6J5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,2150,Wilson Avenue,,Port Coquitlam,BC,V3C 6J5,,,"ice rinks, fitness, pool (opening in March), gym, fitness",
,,Hyde Creek Recreation Centre,https://www.portcoquitlam.ca/recreation/hyde-creek-recreation-centre/,"1379 Laurier Ave, Port Coquitlam, BC V3B 2B9",Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pools, racquet courts, gym, fitness",
,,Hyde Creek Recreation Centre,https://www.portcoquitlam.ca/recreation/hyde-creek-recreation-centre/,"1379 Laurier Ave, Port Coquitlam, BC V3B 2B9",Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pools, racquet courts, gym, fitness",
,,Hyde Creek Recreation Centre,https://www.portcoquitlam.ca/recreation/hyde-creek-recreation-centre/,"1379 Laurier Ave, Port Coquitlam, BC V3B 2B9",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,,,,,,,,,"pools, racquet courts, gym, fitness",
,,Hyde Creek Recreation Centre,https://www.portcoquitlam.ca/recreation/hyde-creek-recreation-centre/,"1379 Laurier Ave, Port Coquitlam, BC V3B 2B9",Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"pools, racquet courts, gym, fitness",
,,Hyde Creek Recreation Centre,https://www.portcoquitlam.ca/recreation/hyde-creek-recreation-centre/,"1379 Laurier Ave, Port Coquitlam, BC V3B 2B9",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, racquet courts, gym, fitness",
,,Shuttlesport Badminton Academy,https://www.shuttlesport.com/,"550 Sherling Pl, Port Coquitlam, BC V3B 0J6",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,,,,,,,,,
,West Vancouver,Ice Arena - West Vancouver,https://westvancouver.ca/parks-recreation/community-centres/ice-arena,"786 22nd St, West Vancouver, BC V7V 4B9",Ice,Single surface,Indoor,Public,786,22nd Street,,West Vancouver,BC,V7V 4B9,,,,
,,Hollyburn Country Club,http://aclubforlife.com/,"950 Cross Creek Road, West Vancouver, BC V7S 2S5",Ice,2+ surfaces,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",
,,Hollyburn Country Club,http://aclubforlife.com/,"950 Cross Creek Road, West Vancouver, BC V7S 2S5",Aquatics,25m pool with or without other pools,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",
,,Hollyburn Country Club,http://aclubforlife.com/,"950 Cross Creek Road, West Vancouver, BC V7S 2S5",Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",
,,Hollyburn Country Club,http://aclubforlife.com/,"950 Cross Creek Road, West Vancouver, BC V7S 2S5",Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",
,,Hollyburn Country Club,http://aclubforlife.com/,"950 Cross Creek Road, West Vancouver, BC V7S 2S5",Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,950,Cross Creek Road,,West Vancouver,BC,V7S 2S5,,,"ice rinks, tennis, squash, swimming pools, fitness, badminton",
