Facility_ID,Facility_Name,STC Standard Civic Address
2429,Brantford Golf and Country Club,"60 AVA RD, BRANTFORD, ON"
2430,Cainsville Community Centre,"14 GARNET RD, BRANTFORD, ON"
2431,Doug Snooks Eagle Place Community Centre,"333 ERIE AVE, BRANTFORD, ON"
2435,Hellenic Community Centre,"475 PARK RD N, BRANTFORD, ON"
2436,Lions Park Arena and Auditorium,"20 EDGE ST, BRANTFORD, ON"
2438,Onondaga Community Hall,"42 BRANTFORD ST, BRANTFORD, ON"
2439,Pinegrove & Howell Community Centre,"492 LYNDEN RD, BRANTFORD, ON"
2440,T.B. Costain-SC Johnson Community Centre,"16 MORRELL ST, BRANTFORD, ON"
2443,Tranquility Community Hall,"135 FRANCIS ST, BRANTFORD, ON"
2444,Wayne Gretzky Sports Centre,"254 N PARK ST, BRANTFORD, ON"
2452,Woodman Park Community Centre and Pool,"491 GREY ST, BRANTFORD, ON"
2457,Airport Community Hall,"RR 4 STN MAIN, BRANT, ON"
2458,Brant Sports Complex,"944 POWERLINE RD, BRANT, ON"
2460,Burford Community Centre,"14 POTTER DR, BURFORD, ON"
2462,Scotland Community Centre,"85 SIMCOE ST., SCOTLAND, ON"
2467,South Dumfries Community Centre and Arena,"7 GAUKEL DR, BRANT, ON"
2468,Syl Apps Community Centre,"51 WILLIAM ST, BRANT, ON"
2473,Cambrian Arena,"795 CAMBRIAN HEIGHTS DR., SUDBURY, ON"
